customer_id,split,actual_subscription,subscription_label,predicted_probability,predicted_probability_x10000,predicted_probability_display,score_rank,score_percentile,selected_policy_flag,recommendation_group,score_band,score_band_tableau,age,job,marital,education,contact,month,campaign,previous,poutcome,recommended_top_5,recommended_top_10,recommended_top_15,recommended_top_20,recommended_top_25,recommended_top_30,predicted_label_0_5
test_000403,test,0,Did Not Subscribe,0.31477764,3148,31.48%,1854,0.529814767825425,0,Not Recommended,0.20 to 0.39,20% to 39%,52,admin.,single,unknown,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001371,test,0,Did Not Subscribe,0.31458104,3146,31.46%,1855,0.5295610251205278,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,married,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003135,test,0,Did Not Subscribe,0.31443924,3144,31.44%,1856,0.5293072824156306,0,Not Recommended,0.20 to 0.39,20% to 39%,38,housemaid,married,high.school,cellular,jul,5,0,nonexistent,0,0,0,0,0,0,0
test_001206,test,0,Did Not Subscribe,0.31426942,3143,31.43%,1857,0.5290535397107333,0,Not Recommended,0.20 to 0.39,20% to 39%,34,blue-collar,single,high.school,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_001382,test,0,Did Not Subscribe,0.3142233,3142,31.42%,1858,0.528799797005836,0,Not Recommended,0.20 to 0.39,20% to 39%,35,technician,single,basic.9y,telephone,nov,1,1,failure,0,0,0,0,0,0,0
test_001597,test,0,Did Not Subscribe,0.31416443,3142,31.42%,1859,0.5285460543009388,0,Not Recommended,0.20 to 0.39,20% to 39%,44,technician,divorced,professional.course,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000953,test,0,Did Not Subscribe,0.31412625,3141,31.41%,1860,0.5282923115960416,0,Not Recommended,0.20 to 0.39,20% to 39%,33,entrepreneur,married,university.degree,cellular,aug,7,0,nonexistent,0,0,0,0,0,0,0
test_003376,test,0,Did Not Subscribe,0.31362268,3136,31.36%,1861,0.5280385688911444,0,Not Recommended,0.20 to 0.39,20% to 39%,31,technician,single,university.degree,cellular,aug,5,0,nonexistent,0,0,0,0,0,0,0
test_001354,test,0,Did Not Subscribe,0.31347737,3135,31.35%,1862,0.5277848261862472,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,single,university.degree,telephone,jul,11,0,nonexistent,0,0,0,0,0,0,0
test_003614,test,0,Did Not Subscribe,0.31342292,3134,31.34%,1863,0.5275310834813499,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,single,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_001628,test,0,Did Not Subscribe,0.31337768,3134,31.34%,1864,0.5272773407764526,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,single,university.degree,cellular,aug,6,0,nonexistent,0,0,0,0,0,0,0
test_000367,test,0,Did Not Subscribe,0.31335387,3134,31.34%,1865,0.5270235980715554,0,Not Recommended,0.20 to 0.39,20% to 39%,45,technician,married,professional.course,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_002847,test,0,Did Not Subscribe,0.31333977,3133,31.33%,1866,0.5267698553666582,0,Not Recommended,0.20 to 0.39,20% to 39%,38,technician,married,professional.course,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000108,test,0,Did Not Subscribe,0.3132039,3132,31.32%,1867,0.526516112661761,0,Not Recommended,0.20 to 0.39,20% to 39%,42,blue-collar,married,basic.6y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001376,test,0,Did Not Subscribe,0.3131574,3132,31.32%,1868,0.5262623699568638,0,Not Recommended,0.20 to 0.39,20% to 39%,35,services,divorced,high.school,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_001339,test,0,Did Not Subscribe,0.31314605,3131,31.31%,1869,0.5260086272519665,0,Not Recommended,0.20 to 0.39,20% to 39%,40,services,married,basic.4y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000560,test,0,Did Not Subscribe,0.3130426,3130,31.30%,1870,0.5257548845470692,0,Not Recommended,0.20 to 0.39,20% to 39%,41,services,married,high.school,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000265,test,0,Did Not Subscribe,0.31292048,3129,31.29%,1871,0.525501141842172,0,Not Recommended,0.20 to 0.39,20% to 39%,53,blue-collar,married,basic.4y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002666,test,0,Did Not Subscribe,0.3128775,3129,31.29%,1872,0.5252473991372748,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,single,university.degree,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_002418,test,0,Did Not Subscribe,0.3126868,3127,31.27%,1873,0.5249936564323776,0,Not Recommended,0.20 to 0.39,20% to 39%,43,blue-collar,married,high.school,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_002426,test,0,Did Not Subscribe,0.31255394,3126,31.26%,1874,0.5247399137274804,0,Not Recommended,0.20 to 0.39,20% to 39%,27,entrepreneur,married,university.degree,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_001279,test,0,Did Not Subscribe,0.3124477,3124,31.24%,1875,0.5244861710225831,0,Not Recommended,0.20 to 0.39,20% to 39%,50,blue-collar,married,unknown,telephone,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_003842,test,0,Did Not Subscribe,0.3124305,3124,31.24%,1876,0.5242324283176858,0,Not Recommended,0.20 to 0.39,20% to 39%,47,entrepreneur,married,high.school,cellular,aug,5,0,nonexistent,0,0,0,0,0,0,0
test_002077,test,0,Did Not Subscribe,0.31238756,3124,31.24%,1877,0.5239786856127886,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,married,university.degree,telephone,jun,6,0,nonexistent,0,0,0,0,0,0,0
test_003527,test,0,Did Not Subscribe,0.31218496,3122,31.22%,1878,0.5237249429078914,0,Not Recommended,0.20 to 0.39,20% to 39%,37,entrepreneur,married,university.degree,cellular,nov,4,0,nonexistent,0,0,0,0,0,0,0
test_003489,test,0,Did Not Subscribe,0.3121528,3122,31.22%,1879,0.5234712002029942,0,Not Recommended,0.20 to 0.39,20% to 39%,32,admin.,married,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_001785,test,0,Did Not Subscribe,0.31214637,3121,31.21%,1880,0.523217457498097,0,Not Recommended,0.20 to 0.39,20% to 39%,51,admin.,divorced,high.school,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_001023,test,0,Did Not Subscribe,0.31200185,3120,31.20%,1881,0.5229637147931997,0,Not Recommended,0.20 to 0.39,20% to 39%,35,unemployed,single,basic.6y,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_002324,test,0,Did Not Subscribe,0.31147423,3115,31.15%,1882,0.5227099720883024,0,Not Recommended,0.20 to 0.39,20% to 39%,37,blue-collar,divorced,basic.9y,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_002589,test,0,Did Not Subscribe,0.31143975,3114,31.14%,1883,0.5224562293834052,0,Not Recommended,0.20 to 0.39,20% to 39%,47,blue-collar,married,basic.9y,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001314,test,0,Did Not Subscribe,0.3113986,3114,31.14%,1884,0.522202486678508,0,Not Recommended,0.20 to 0.39,20% to 39%,53,blue-collar,married,basic.9y,telephone,apr,1,1,failure,0,0,0,0,0,0,0
test_001244,test,0,Did Not Subscribe,0.31116557,3112,31.12%,1885,0.5219487439736108,0,Not Recommended,0.20 to 0.39,20% to 39%,45,entrepreneur,married,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001888,test,0,Did Not Subscribe,0.311026,3110,31.10%,1886,0.5216950012687136,0,Not Recommended,0.20 to 0.39,20% to 39%,44,admin.,married,university.degree,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_001855,test,0,Did Not Subscribe,0.31101924,3110,31.10%,1887,0.5214412585638163,0,Not Recommended,0.20 to 0.39,20% to 39%,47,management,married,university.degree,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003884,test,0,Did Not Subscribe,0.3109454,3109,31.09%,1888,0.521187515858919,0,Not Recommended,0.20 to 0.39,20% to 39%,47,technician,married,professional.course,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000465,test,0,Did Not Subscribe,0.3108806,3109,31.09%,1889,0.5209337731540218,0,Not Recommended,0.20 to 0.39,20% to 39%,31,technician,married,professional.course,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_001433,test,0,Did Not Subscribe,0.31072485,3107,31.07%,1890,0.5206800304491246,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,married,basic.4y,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001725,test,0,Did Not Subscribe,0.31068006,3107,31.07%,1891,0.5204262877442274,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,married,basic.9y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000215,test,0,Did Not Subscribe,0.31062865,3106,31.06%,1892,0.5201725450393302,0,Not Recommended,0.20 to 0.39,20% to 39%,24,technician,single,basic.9y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002464,test,0,Did Not Subscribe,0.31059894,3106,31.06%,1893,0.5199188023344329,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,single,high.school,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_000761,test,0,Did Not Subscribe,0.31058946,3106,31.06%,1894,0.5196650596295356,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,divorced,professional.course,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003791,test,0,Did Not Subscribe,0.31043315,3104,31.04%,1895,0.5194113169246384,0,Not Recommended,0.20 to 0.39,20% to 39%,51,blue-collar,married,basic.4y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_002164,test,0,Did Not Subscribe,0.31041124,3104,31.04%,1896,0.5191575742197412,0,Not Recommended,0.20 to 0.39,20% to 39%,45,technician,single,university.degree,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_001443,test,0,Did Not Subscribe,0.31033966,3103,31.03%,1897,0.518903831514844,0,Not Recommended,0.20 to 0.39,20% to 39%,36,services,married,high.school,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002552,test,1,Subscribed,0.3101782,3102,31.02%,1898,0.5186500888099468,0,Not Recommended,0.20 to 0.39,20% to 39%,41,self-employed,divorced,professional.course,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_003024,test,0,Did Not Subscribe,0.31012312,3101,31.01%,1899,0.5183963461050495,0,Not Recommended,0.20 to 0.39,20% to 39%,24,services,single,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002718,test,0,Did Not Subscribe,0.3100116,3100,31.00%,1900,0.5181426034001522,0,Not Recommended,0.20 to 0.39,20% to 39%,49,management,married,university.degree,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000757,test,0,Did Not Subscribe,0.30986547,3099,30.99%,1901,0.517888860695255,0,Not Recommended,0.20 to 0.39,20% to 39%,51,entrepreneur,divorced,high.school,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_001387,test,0,Did Not Subscribe,0.30986047,3099,30.99%,1902,0.5176351179903578,0,Not Recommended,0.20 to 0.39,20% to 39%,38,blue-collar,married,basic.4y,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_001576,test,0,Did Not Subscribe,0.30983782,3098,30.98%,1903,0.5173813752854606,0,Not Recommended,0.20 to 0.39,20% to 39%,39,blue-collar,single,basic.9y,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002990,test,0,Did Not Subscribe,0.309734,3097,30.97%,1904,0.5171276325805634,0,Not Recommended,0.20 to 0.39,20% to 39%,44,blue-collar,married,basic.9y,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002520,test,0,Did Not Subscribe,0.30973107,3097,30.97%,1905,0.5168738898756661,0,Not Recommended,0.20 to 0.39,20% to 39%,44,blue-collar,married,basic.9y,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_002881,test,0,Did Not Subscribe,0.30968946,3097,30.97%,1906,0.5166201471707688,0,Not Recommended,0.20 to 0.39,20% to 39%,31,unemployed,married,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_001773,test,0,Did Not Subscribe,0.3095164,3095,30.95%,1907,0.5163664044658716,0,Not Recommended,0.20 to 0.39,20% to 39%,33,technician,married,professional.course,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_001069,test,0,Did Not Subscribe,0.30947176,3095,30.95%,1908,0.5161126617609744,0,Not Recommended,0.20 to 0.39,20% to 39%,27,admin.,married,high.school,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_003281,test,0,Did Not Subscribe,0.309224,3092,30.92%,1909,0.5158589190560772,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,single,university.degree,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_002358,test,0,Did Not Subscribe,0.309196,3092,30.92%,1910,0.51560517635118,0,Not Recommended,0.20 to 0.39,20% to 39%,44,services,married,basic.9y,cellular,may,5,0,nonexistent,0,0,0,0,0,0,0
test_002098,test,0,Did Not Subscribe,0.3089029,3089,30.89%,1911,0.5153514336462827,0,Not Recommended,0.20 to 0.39,20% to 39%,41,technician,married,high.school,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_000252,test,0,Did Not Subscribe,0.30876586,3088,30.88%,1912,0.5150976909413854,0,Not Recommended,0.20 to 0.39,20% to 39%,43,technician,married,university.degree,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_003305,test,1,Subscribed,0.30871466,3087,30.87%,1913,0.5148439482364882,0,Not Recommended,0.20 to 0.39,20% to 39%,34,management,divorced,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000050,test,1,Subscribed,0.30854267,3085,30.85%,1914,0.514590205531591,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,married,high.school,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003881,test,0,Did Not Subscribe,0.3085075,3085,30.85%,1915,0.5143364628266938,0,Not Recommended,0.20 to 0.39,20% to 39%,36,technician,divorced,high.school,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_002340,test,0,Did Not Subscribe,0.3083504,3084,30.84%,1916,0.5140827201217966,0,Not Recommended,0.20 to 0.39,20% to 39%,57,admin.,married,university.degree,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_003162,test,0,Did Not Subscribe,0.30821043,3082,30.82%,1917,0.5138289774168993,0,Not Recommended,0.20 to 0.39,20% to 39%,37,blue-collar,married,high.school,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_003507,test,0,Did Not Subscribe,0.30810264,3081,30.81%,1918,0.513575234712002,0,Not Recommended,0.20 to 0.39,20% to 39%,36,blue-collar,married,basic.6y,cellular,may,5,0,nonexistent,0,0,0,0,0,0,0
test_000598,test,0,Did Not Subscribe,0.30807567,3081,30.81%,1919,0.5133214920071048,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,single,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001732,test,0,Did Not Subscribe,0.3079622,3080,30.80%,1920,0.5130677493022076,0,Not Recommended,0.20 to 0.39,20% to 39%,45,entrepreneur,married,high.school,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_002781,test,0,Did Not Subscribe,0.3079517,3080,30.80%,1921,0.5128140065973104,0,Not Recommended,0.20 to 0.39,20% to 39%,43,blue-collar,divorced,basic.4y,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_001283,test,0,Did Not Subscribe,0.30791268,3079,30.79%,1922,0.5125602638924132,0,Not Recommended,0.20 to 0.39,20% to 39%,40,entrepreneur,married,basic.9y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002234,test,0,Did Not Subscribe,0.30783227,3078,30.78%,1923,0.5123065211875159,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,married,high.school,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000071,test,0,Did Not Subscribe,0.3076904,3077,30.77%,1924,0.5120527784826185,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,married,professional.course,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_000516,test,0,Did Not Subscribe,0.30745718,3075,30.75%,1925,0.5117990357777213,0,Not Recommended,0.20 to 0.39,20% to 39%,35,unemployed,married,basic.4y,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_003872,test,0,Did Not Subscribe,0.3074023,3074,30.74%,1926,0.5115452930728241,0,Not Recommended,0.20 to 0.39,20% to 39%,25,student,single,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002440,test,0,Did Not Subscribe,0.30739447,3074,30.74%,1927,0.511291550367927,0,Not Recommended,0.20 to 0.39,20% to 39%,40,self-employed,married,university.degree,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_002465,test,0,Did Not Subscribe,0.3073074,3073,30.73%,1928,0.5110378076630298,0,Not Recommended,0.20 to 0.39,20% to 39%,46,management,married,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000877,test,0,Did Not Subscribe,0.30698988,3070,30.70%,1929,0.5107840649581324,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,divorced,professional.course,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_001476,test,0,Did Not Subscribe,0.30698535,3070,30.70%,1930,0.5105303222532352,0,Not Recommended,0.20 to 0.39,20% to 39%,42,management,divorced,university.degree,cellular,jul,3,0,nonexistent,0,0,0,0,0,0,0
test_003562,test,0,Did Not Subscribe,0.3068668,3069,30.69%,1931,0.5102765795483379,0,Not Recommended,0.20 to 0.39,20% to 39%,35,technician,single,basic.6y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000305,test,0,Did Not Subscribe,0.30663788,3066,30.66%,1932,0.5100228368434407,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,married,basic.9y,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_000366,test,0,Did Not Subscribe,0.3066175,3066,30.66%,1933,0.5097690941385435,0,Not Recommended,0.20 to 0.39,20% to 39%,39,blue-collar,married,unknown,cellular,jul,3,0,nonexistent,0,0,0,0,0,0,0
test_000815,test,0,Did Not Subscribe,0.30654714,3065,30.65%,1934,0.5095153514336463,0,Not Recommended,0.20 to 0.39,20% to 39%,39,technician,divorced,professional.course,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_003390,test,0,Did Not Subscribe,0.3063939,3064,30.64%,1935,0.509261608728749,0,Not Recommended,0.20 to 0.39,20% to 39%,25,technician,single,university.degree,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_002678,test,0,Did Not Subscribe,0.30633667,3063,30.63%,1936,0.5090078660238518,0,Not Recommended,0.20 to 0.39,20% to 39%,51,services,single,basic.6y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_002106,test,0,Did Not Subscribe,0.30621532,3062,30.62%,1937,0.5087541233189545,0,Not Recommended,0.20 to 0.39,20% to 39%,57,retired,married,professional.course,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_000501,test,0,Did Not Subscribe,0.30603486,3060,30.60%,1938,0.5085003806140573,0,Not Recommended,0.20 to 0.39,20% to 39%,30,blue-collar,married,basic.9y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_000515,test,0,Did Not Subscribe,0.306006,3060,30.60%,1939,0.5082466379091601,0,Not Recommended,0.20 to 0.39,20% to 39%,32,technician,single,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_002359,test,0,Did Not Subscribe,0.30594164,3059,30.59%,1940,0.5079928952042629,0,Not Recommended,0.20 to 0.39,20% to 39%,40,services,married,high.school,cellular,apr,3,1,failure,0,0,0,0,0,0,0
test_000599,test,0,Did Not Subscribe,0.3059323,3059,30.59%,1941,0.5077391524993656,0,Not Recommended,0.20 to 0.39,20% to 39%,42,management,married,university.degree,telephone,jun,8,0,nonexistent,0,0,0,0,0,0,0
test_002605,test,0,Did Not Subscribe,0.30586708,3059,30.59%,1942,0.5074854097944684,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,married,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003500,test,0,Did Not Subscribe,0.30573297,3057,30.57%,1943,0.5072316670895711,0,Not Recommended,0.20 to 0.39,20% to 39%,44,blue-collar,married,basic.6y,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_002041,test,0,Did Not Subscribe,0.30554128,3055,30.55%,1944,0.5069779243846739,0,Not Recommended,0.20 to 0.39,20% to 39%,31,technician,married,university.degree,cellular,may,3,1,failure,0,0,0,0,0,0,0
test_001730,test,0,Did Not Subscribe,0.30537722,3054,30.54%,1945,0.5067241816797767,0,Not Recommended,0.20 to 0.39,20% to 39%,46,admin.,married,high.school,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_002312,test,0,Did Not Subscribe,0.3053293,3053,30.53%,1946,0.5064704389748795,0,Not Recommended,0.20 to 0.39,20% to 39%,60,retired,divorced,basic.4y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001323,test,1,Subscribed,0.30532843,3053,30.53%,1947,0.5062166962699822,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,single,high.school,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_001483,test,0,Did Not Subscribe,0.30532706,3053,30.53%,1948,0.505962953565085,0,Not Recommended,0.20 to 0.39,20% to 39%,36,blue-collar,single,basic.9y,telephone,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000702,test,0,Did Not Subscribe,0.30527723,3053,30.53%,1949,0.5057092108601877,0,Not Recommended,0.20 to 0.39,20% to 39%,43,blue-collar,married,basic.9y,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002857,test,0,Did Not Subscribe,0.30522648,3052,30.52%,1950,0.5054554681552905,0,Not Recommended,0.20 to 0.39,20% to 39%,53,technician,divorced,high.school,cellular,jul,4,0,nonexistent,0,0,0,0,0,0,0
test_001511,test,0,Did Not Subscribe,0.30521995,3052,30.52%,1951,0.5052017254503933,0,Not Recommended,0.20 to 0.39,20% to 39%,41,technician,married,professional.course,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_000591,test,0,Did Not Subscribe,0.30511197,3051,30.51%,1952,0.5049479827454961,0,Not Recommended,0.20 to 0.39,20% to 39%,35,services,married,high.school,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002186,test,0,Did Not Subscribe,0.30510902,3051,30.51%,1953,0.5046942400405988,0,Not Recommended,0.20 to 0.39,20% to 39%,39,services,single,high.school,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_000832,test,0,Did Not Subscribe,0.3049898,3050,30.50%,1954,0.5044404973357016,0,Not Recommended,0.20 to 0.39,20% to 39%,42,services,married,high.school,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_001090,test,0,Did Not Subscribe,0.3049787,3050,30.50%,1955,0.5041867546308043,0,Not Recommended,0.20 to 0.39,20% to 39%,41,technician,married,professional.course,cellular,apr,3,1,failure,0,0,0,0,0,0,0
test_003802,test,1,Subscribed,0.3045918,3046,30.46%,1956,0.5039330119259071,0,Not Recommended,0.20 to 0.39,20% to 39%,46,admin.,married,high.school,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_002365,test,0,Did Not Subscribe,0.30454946,3045,30.45%,1957,0.5036792692210099,0,Not Recommended,0.20 to 0.39,20% to 39%,42,blue-collar,single,basic.4y,cellular,may,3,0,nonexistent,0,0,0,0,0,0,0
test_002964,test,0,Did Not Subscribe,0.30452183,3045,30.45%,1958,0.5034255265161127,0,Not Recommended,0.20 to 0.39,20% to 39%,34,blue-collar,married,basic.6y,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_002814,test,0,Did Not Subscribe,0.30445984,3045,30.45%,1959,0.5031717838112154,0,Not Recommended,0.20 to 0.39,20% to 39%,45,blue-collar,married,basic.6y,cellular,aug,8,0,nonexistent,0,0,0,0,0,0,0
test_003348,test,0,Did Not Subscribe,0.3043433,3043,30.43%,1960,0.5029180411063182,0,Not Recommended,0.20 to 0.39,20% to 39%,48,services,married,high.school,cellular,jul,6,0,nonexistent,0,0,0,0,0,0,0
test_000225,test,0,Did Not Subscribe,0.30409518,3041,30.41%,1961,0.5026642984014209,0,Not Recommended,0.20 to 0.39,20% to 39%,35,self-employed,single,basic.6y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_002288,test,0,Did Not Subscribe,0.30404985,3040,30.40%,1962,0.5024105556965237,0,Not Recommended,0.20 to 0.39,20% to 39%,30,blue-collar,single,basic.9y,telephone,jun,8,0,nonexistent,0,0,0,0,0,0,0
test_001330,test,0,Did Not Subscribe,0.30395198,3040,30.40%,1963,0.5021568129916265,0,Not Recommended,0.20 to 0.39,20% to 39%,58,blue-collar,unknown,basic.9y,telephone,jun,6,0,nonexistent,0,0,0,0,0,0,0
test_003038,test,0,Did Not Subscribe,0.30394858,3039,30.39%,1964,0.5019030702867293,0,Not Recommended,0.20 to 0.39,20% to 39%,48,technician,married,high.school,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_000411,test,0,Did Not Subscribe,0.30391824,3039,30.39%,1965,0.501649327581832,0,Not Recommended,0.20 to 0.39,20% to 39%,55,blue-collar,married,basic.4y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003167,test,0,Did Not Subscribe,0.30383244,3038,30.38%,1966,0.5013955848769348,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,married,high.school,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003813,test,0,Did Not Subscribe,0.303806,3038,30.38%,1967,0.5011418421720375,0,Not Recommended,0.20 to 0.39,20% to 39%,24,services,single,high.school,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002549,test,0,Did Not Subscribe,0.30380315,3038,30.38%,1968,0.5008880994671403,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,married,professional.course,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000185,test,0,Did Not Subscribe,0.30378205,3038,30.38%,1969,0.5006343567622431,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,single,professional.course,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_002963,test,0,Did Not Subscribe,0.3036725,3037,30.37%,1970,0.5003806140573459,0,Not Recommended,0.20 to 0.39,20% to 39%,49,blue-collar,married,basic.9y,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_003444,test,0,Did Not Subscribe,0.303452,3035,30.35%,1971,0.5001268713524486,0,Not Recommended,0.20 to 0.39,20% to 39%,38,admin.,married,basic.9y,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000400,test,0,Did Not Subscribe,0.30338454,3034,30.34%,1972,0.4998731286475514,0,Not Recommended,0.20 to 0.39,20% to 39%,42,blue-collar,married,university.degree,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_003938,test,0,Did Not Subscribe,0.30328515,3033,30.33%,1973,0.4996193859426542,0,Not Recommended,0.20 to 0.39,20% to 39%,46,admin.,married,basic.9y,cellular,aug,6,0,nonexistent,0,0,0,0,0,0,0
